Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age (product.metafields.custom.age),Brand (product.metafields.custom.brand),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
er16483e6w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16483E6W4JJJ-1.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16483e6w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16483E6W4JJJ-3.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16483e6w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16483E6W4JJJ-4.jpg,5,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16483e6w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16483E6W4JJJ-6.jpg,6,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16569o10w4jjj,Diamond Semi-Mount Rings,14 Karat White Gold Semi Mount<br>Band Thickness 1.7mm<br>Center Stone Carat Weight: 2.5CT<br>S1924988 #131,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Helios Migrated, Oval, Semi Mount, Solitaire, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,ER16569O10W4JJJ,0.0,shopify,0,deny,manual,1675.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16569O10W4JJJ-4.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,626,Gabriel & Co.,,,,,,,,,,g,,420.00,active
er16569o10w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16569O10W4JJJ-2.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16569o10w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16569O10W4JJJ-3.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16569o10w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16569O10W4JJJ-1.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16570o10w44jj,Diamond Semi-Mount Rings,Diamond French Pave Semi Mount<br>14 Karat White Gold<br>Diamond Total Carat Weight: 0.20<br>Center Stone Carat Weight: 2.00<br>S1924992 #124,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Halo, Helios Migrated, Oval, Semi Mount, Side Stone, Side Stones, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,ER16570O10W44JJ,0.0,shopify,0,deny,manual,2075.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16570O10W44JJ-4.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,626,Gabriel & Co.,,,,,,,,,,g,,600.00,active
er16570o10w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16570O10W44JJ-2.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16570o10w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16570O10W44JJ-3.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16570o10w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16570O10W44JJ-1.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er14719o6y44jj,Diamond Semi-Mount Rings,<p>14KYG 0.30CT SM S1925015 #122</p>,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Halo, Helios Migrated, Oval, Semi Mount, Side Stone, Side Stones, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,ER14719O6Y44JJ,0.0,shopify,0,deny,manual,2600.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14719O6Y44JJ-5.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,626,Gabriel & Co.,,,,,,,,,,g,,791.00,active
er14719o6y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14719O6Y44JJ-1.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er14719o6y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14719O6Y44JJ-3.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er14719o6y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14719O6Y44JJ-4.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er14719o6y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14719O6Y44JJ-2.jpg,5,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er14719o6y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14719O6Y44JJ-6.jpg,6,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16566o10w44jj,Diamond Semi-Mount Rings,14 Karat White Gold French Pave Semi Mount<br>Diamond Carat Weight: 0.30CT<br>Center Stone Carat Weight: 2.5CT<br>S1924995 #112,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Halo, Helios Migrated, Oval, Semi Mount, Side Stone, Side Stones, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,ER16566O10W44JJ,0.0,shopify,0,deny,manual,2700.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16566O10W44JJ-4.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,626,Gabriel & Co.,,,,,,,,,,g,,830.00,active
er16566o10w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16566O10W44JJ-2.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16566o10w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16566O10W44JJ-3.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16566o10w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16566O10W44JJ-1.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16498r6w44jj,Diamond Semi-Mount Rings,14 Karat White Gold Marquise Semi Mount<br>Diamond Carat Weight: 0.50CT<br>Center Stone Carat Weight: 1.5CT<br>S1924964 #104,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, For Her, For Mom, Helios Migrated, Round, Semi Mount, Side Stone, Side Stones, Vintage, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,ER16498R6W44JJ,0.0,shopify,0,deny,manual,3550.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16498R6W44JJ-5.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,626,Gabriel & Co.,,,,,,,,,,g,,1194.00,active
er16498r6w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16498R6W44JJ-1.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16498r6w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16498R6W44JJ-3.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16498r6w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16498R6W44JJ-2.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16498r6w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16498R6W44JJ-4.jpg,5,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16498r6w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16498R6W44JJ-6.jpg,6,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er14982m6y4jjj,Diamond Semi-Mount Rings,Marquise Semi Mount<br>14 Karat Yellow Gold<br>Center Stone Carat Weight: 1.50<br>S1925021 #103,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Helios Migrated, Marquise, Semi Mount, Solitaire, Wedding",true,Material,14 Karat Gold,,Metal Color,Yellow Gold,,,,,ER14982M6Y4JJJ,0.0,shopify,0,deny,manual,1325.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14982M6Y4JJJ-5.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,626,Gabriel & Co.,,,,,,,,,,g,,323.00,active
er14982m6y4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14982M6Y4JJJ-1.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er14982m6y4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14982M6Y4JJJ-2.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er14982m6y4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14982M6Y4JJJ-3.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er14982m6y4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER14982M6Y4JJJ-4.jpg,5,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er6872p8y44jj,Diamond Semi-Mount Rings,14 Karat Yellow Gold French Pave Halo Semi Mount<br>Diamond Carat Weight: 0.71CT<br>Center Stone Carat Weight: 2CT<br>S1925023 #102,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Halo, Helios Migrated, Pear, Semi Mount, Side Stone, Side Stones, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,ER6872P8Y44JJ,0.0,shopify,0,deny,manual,4250.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER6872P8Y44JJ-5.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,626,Gabriel & Co.,,,,,,,,,,g,,1369.00,active
er6872p8y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER6872P8Y44JJ-1.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er6872p8y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER6872P8Y44JJ-3.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er6872p8y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER6872P8Y44JJ-4.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er6872p8y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER6872P8Y44JJ-2.jpg,5,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er6872p8y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER6872P8Y44JJ-6.jpg,6,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16572r12y44jj,Diamond Semi-Mount Rings,14 Karat Yellow Gold French Pave Semi Mount<br>Diamond Carat Weight: 0.34ct<br>Center Stone Carat Weight: 3.00ct<br>S1920781 #100,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Halo, Helios Migrated, Round, Semi Mount, Side Stone, Side Stones, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,ER16572R12Y44JJ,0.0,shopify,0,deny,manual,2850.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16572R12Y44JJ-4.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,628,Gabriel & Co.,,,,,,,,,,g,,815.00,active
er16572r12y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16572R12Y44JJ-1.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16572r12y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16572R12Y44JJ-2.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16572r12y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16572R12Y44JJ-3.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16572r12y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16572R12Y44JJ-5.jpg,5,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16570r8y44jj,Diamond Semi-Mount Rings,<p>14KYG 0.19CT SM 2CTC RD S1920778 #99</p>,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Halo, Helios Migrated, Round, Semi Mount, Side Stone, Side Stones, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Yellow Gold,,ER16570R8Y44JJ,0.0,shopify,0,deny,manual,2050.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16570R8Y44JJ-4.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,628,Gabriel & Co.,,,,,,,,,,g,,590.00,active
er16570r8y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16570R8Y44JJ-1.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16570r8y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16570R8Y44JJ-3.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16570r8y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16570R8Y44JJ-2.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16570r8y44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16570R8Y44JJ-5.jpg,5,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16571e12w4jjj,Diamond Semi-Mount Rings,<p>14KWG SM EM 3CTC S1913894 #58</p>,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, Emerald, For Her, For Mom, Helios Migrated, Radiant, Semi Mount, Solitaire, Wedding",true,Material,14 Karat Gold,,Metal Color,White Gold,,,,,ER16571E12W4JJJ,0.0,shopify,0,deny,manual,2075.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16571E12W4JJJ-5.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,629,Gabriel & Co.,,,,,,,,,,g,,470.00,active
er16571e12w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16571E12W4JJJ-2.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16571e12w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16571E12W4JJJ-3.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16571e12w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16571E12W4JJJ-1.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16571e12w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16571E12W4JJJ-4.jpg,5,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16571e12w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16571E12W4JJJ-6.jpg,6,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16565r8w44jj,Diamond Semi-Mount Rings,Diamond Hidden Halo<br>14 Karat White Gold<br>Diamond Total Carat Weight: 0.08<br>Center Stone Carat Weight: 2.00<br>1.7 Mm<br>S1913867 #51,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Halo, Helios Migrated, Round, Semi Mount, Solitaire, Soltaire, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,ER16565R8W44JJ,0.0,shopify,0,deny,manual,1925.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16565R8W44JJ-4.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,629,Gabriel & Co.,,,,,,,,,,g,,520.00,active
er16565r8w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16565R8W44JJ-2.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16565r8w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16565R8W44JJ-3.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16565r8w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16565R8W44JJ-1.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16569o8w4jjj,Diamond Semi-Mount Rings,<p>14KWG 1.7MM 2CTC OV S1920772 #49</p>,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Helios Migrated, Oval, Semi Mount, Solitaire, Wedding",true,Material,14 Karat Gold,,Metal Color,White Gold,,,,,ER16569O8W4JJJ,0.0,shopify,0,deny,manual,1600.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16569O8W4JJJ-4.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,629,Gabriel & Co.,,,,,,,,,,g,,395.00,active
er16569o8w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16569O8W4JJJ-3.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16569o8w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16569O8W4JJJ-2.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16569o8w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16569O8W4JJJ-1.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16569o8w4jjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16569O8W4JJJ-5.jpg,5,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16568r12w44jj,Diamond Semi-Mount Rings,<p>14KWG 0.45CT SM 3CTC RD S1913879 #48</p>,Gabriel & Co,Apparel & Accessories > Jewelry > Rings > Engagement Rings,,"Category 140, Contemporary, For Her, For Mom, Halo, Helios Migrated, Round, Semi Mount, Side Stone, Side Stones, Wedding",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,White Gold,,ER16568R12W44JJ,0.0,shopify,0,deny,manual,3450.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16568R12W44JJ-5.jpg,1,Diamond Semi-Mount Rings,false,Diamond Semi-Mount Rings,,629,Gabriel & Co.,,,,,,,,,,g,,1078.00,active
er16568r12w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16568R12W44JJ-2.jpg,2,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16568r12w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16568R12W44JJ-3.jpg,3,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16568r12w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16568R12W44JJ-1.jpg,4,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
er16568r12w44jj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/ER16568R12W44JJ-4.jpg,5,Diamond Semi-Mount Rings,,,,,,,,,,,,,,,,,,
sc55006954,Diamond Fashion Rings - Women's,Kate Collection<br>Diamond Bezel Band<br>14 Karat Rose Gold<br>Diamond Total Carat Weight: 0.13,Shy Creation,Apparel & Accessories > Jewelry > Rings,Rings,"Anniversary, Anniversary Bands, Birthday, Category 130, Emerald, Everyday, For Her, For Mom, Gift, Helios Migrated, Stackable, Wedding Bands",true,Material,14 Karat Gold,,Stone Type,Natural Diamond,,Metal Color,Rose Gold,,SC55006954,0.0,shopify,0,deny,manual,1880.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55006954.JPG,1,Diamond Fashion Rings - Women's,false,Diamond Fashion Rings - Women's,,1420,Shy Creation,,,,,,,,,,g,,378.40,active
